end_date,intrinsic,trigger
1999-05-16,Fact: Estimated benefits of phasing out leaded gasoline in the US include reduced costs.,
1999-05-23,"PennzEnergy reported net income on May 21, 1999.",Significant decreases in crude oil and natural gas prices impacted PennzEnergy's financial results.
1999-05-30,"{""intrinsic"": """", ""trigger"": """"}",
1999-06-06,"Historical fact on 1973 Middle East war leading to a 40% increase in US gasoline prices, providing background context for price dynamics.",
1999-06-13,"{""intrinsic"": """", ""trigger"": """"}",
1999-06-20,"The U.S. Energy Information Administration (EIA) provides natural gas consumption data. Fuel prices are expected to fluctuate in the short term, influenced by global demand and supply factors.",
1999-06-27,"US gasoline market shares (Arco 14.2% East Coast, BP). Long-term gasoline price influences: cleaner fuel demand, oil prices.",Arco and BP merger expected to affect gasoline prices in the short term.
1999-07-04,"Factual increase in oil prices, noted as a concern for the aviation industry.",
1999-07-11,Fact: US government is not involved in fuel infrastructure costs.,
1999-07-18,"Steady Consumer Price Index (CPI) in July 1999 indicated stable inflation, suggesting stable or decreasing gasoline prices in the short term.",
1999-07-25,"Discussions and mentions of gasoline and oil prices were a realized fact within the week, appearing in various contexts.",
1999-08-01,"Oil prices increased 45% to US$21 since March due to OPEC cuts, likely causing short-term gasoline price increases.",
1999-08-08,"US is a top global oil consumer, influencing long-term gasoline demand. Short-term gasoline prices may stabilize or grow due to recent oil and gas price improvement.",
1999-08-15,Historical fact noted: crude oil prices exceeded $100/barrel in Dec 1998. Predictions of ongoing crude oil price fluctuations due to supply/demand.,
1999-08-22,,Petrol price reduced in The Gambia; potential impact on global/US markets in next 1-4 weeks.
1999-08-29,"Factual increase in gasoline pump price in Liberia to 86 Liberian dollars, equivalent to $10 USD per barrel of crude oil.",
1999-09-05,"{""intrinsic"": """", ""trigger"": """"}",
1999-09-12,Factual crude oil prices in 1999 were around $18/barrel globally and $10.50/barrel domestically in Russia.,
1999-09-19,Natural gas price significantly affects hydrogen price. Oil prices expected to remain volatile.,
1999-09-26,Decline in crude petroleum and natural gas prices led to decreased gasoline prices in 1999.,
1999-10-03,Crude oil prices expected to average around $20 a barrel as of September 1999.,
1999-10-10,Historical fact about 1979 crude oil price doubling and skyrocketing gasoline prices.,
1999-10-17,"IRS reimbursement rate factors (gasoline, oil, etc.) defined; US gasoline prices influenced by international oil prices, with predicted increase in oil imports.",
1999-10-24,"United States is a major oil producer, producing around 2.7 million barrels per day.",
1999-10-31,General fact: Cost of gasoline is a significant economic factor in the United States.,
1999-11-07,"Decreasing cost of finding oil due to production technology advances, predicting stable or decreasing oil prices in the short-term.",
1999-11-14,Fact: Imported oil cost impacts SIDS infrastructure development and maintenance.,
1999-11-21,,"Recent rebound in oil prices, an exogenous factor likely to increase gasoline prices in the short term."
1999-11-28,"US crude oil prices increased since March 1999, reaching $20/barrel by September. Gasoline prices expected to continue increasing in the short term.",
1999-12-05,"Exxon/Mobil agreed to largest FTC divestiture ever on Nov 30, 1999, to settle antitrust concerns and prevent gasoline price increases.",
1999-12-12,Fact about careful fluid management in US automotive recycling industry to prevent releases.,
1999-12-19,Factual dynamic: U.S. oil price is a relevant factor for predicting commodity prices.,
1999-12-26,Realized crude oil and Brent Crude prices for the week.,
2000-01-02,"Average jet fuel cost increased by 15.4% from 1998 to 1999, with a likelihood of continued short-term rises based on this trend.",
2000-01-09,"No specific US gasoline or oil price data found in search results for the week, though general mentions of gas prices and oil systems occurred.",
2000-01-16,"Historical fact reported: US 1997 energy rankings (second in total energy, natural gas; third in crude oil).",
2000-01-23,Information surfaced about IMF loan to Algeria in June 1999 to compensate for low world prices of oil and gas.,
2000-01-30,Nationwide average price for regular gasoline was high.,
2000-02-06,"Factual relationship: oil prices directly affect gasoline prices, a persistent economic dynamic.",
2000-02-13,"US focus on oil/gas exploration, reducing foreign dependency, and conserving resources is an ongoing policy.",
2000-02-20,"Crude oil prices surged in 1999, leading to expectations of continued high gas prices and long-term growth in energy markets.",
2000-02-27,"Realized fact: average US gasoline price was $1.31/gallon in Feb 2000, increasing 8 cents to $1.37 nationwide.",
2000-03-05,"Energy prices, especially gasoline and fuel oil, are highly sensitive to world demand and supply balance; short-term gasoline prices are expected to continue rising due to current imbalance.",
2000-03-12,"Fact: World petroleum market prices behave like marker crudes. Prediction: Oil prices likely to remain volatile, affecting fuel costs and consumers in the short and long term.",
2000-03-19,US demand levels strongly influence Canadian gas prices; short-term gasoline price volatility expected due to global oil prices and inventories.,
2000-03-26,"Consumer gasoline prices increased, a realized fact within the step.","Crude oil prices tripled, an exogenous shock likely driving gasoline price increases."
2000-04-02,"IRS determined the 2000 mileage rate at 32.5 cents per mile, a factual policy rate for the year.",
2000-04-09,"Factual dynamics: crude oil price affects gasoline quality, and prices change with gasoline demand.",
2000-04-16,"Realized facts: 1999 U.S. crude oil & gasoline supplies were down 10%. Gasoline price influenced by supply, demand, economy, not solely crude oil.",
2000-04-23,Realized fact: The average price paid by firms for fuel costs in 2000 was $0.64.,
2000-04-30,Demand for oil and gasoline in the US increased by 14% as reported in the Congressional Record.,
2000-05-07,Realized impact of increased oil prices on long-term interest rates in the United States as of May 2000.,
2000-05-14,"{""intrinsic"": """", ""trigger"": """"}",
2000-05-21,"Gas prices, adjusted for inflation, are 70.8% of the 1981 peak.",Rapid spiking in gas prices over the last few months.
2000-05-28,"Stress scenario assumed oil price increase would result in $0.04/gallon gasoline price rise, reflecting historical correlation.",
2000-06-04,"Retail gasoline price in the US does not include the 19-cent state motor fuel tax, a standing factual detail on price composition.",
2000-06-11,Current low fossil fuel prices affecting geothermal energy industry; expected low gasoline prices due to excess capacity and ongoing low fossil fuel prices.,
2000-06-18,Existence and purpose of the MSF (gasoline price stabilization mechanism) created in early 1990s to limit domestic price fluctuations.,
2000-06-25,,"Gasoline prices reached a record high in the U.S., straining the economy."
2000-07-02,Wholesale gasoline price differential reported. Federal excise tax on gasoline was 18.4 cents/gallon in FY2000; state/federal rates varied. Retailers required to display unit price for heating fuels.,
2000-07-09,"Agency expects a drop in gasoline prices, assuming a declining crude oil price path.",
2000-07-16,"US daily gasoline consumption is 8.5M barrels, nearly half of all petroleum products.",
2000-07-23,"Realized fact: Crude oil price increased in H1 2000, causing ongoing sharp hikes in retail gasoline prices.",
2000-07-30,High gasoline prices in the US and concerns about Big Oil's influence were prevailing facts during 2000.,
2000-08-06,"Retail petrol prices rose 22% over the past year, contributing 0.9 percentage points to inflation.",
2000-08-13,Ongoing trend of rising oil prices; historical context of Al Gore's fight against price-gouging.,Recent surge in oil prices.
2000-08-20,Factual strong correlation between crude petroleum and gasoline prices. World Energy Outlook 2000 predicts oil/gas price increases post-2010 (US gas post-2005) due to supply.,
2000-08-27,"Factual comparison of heavy fuel oil share in refinery output across Caspian area, Western Europe, and US.",
2000-09-03,"The Harmonized Tariff Schedule (HTS) of the US sets tariffs on imported goods, including oil and petroleum products, representing an ongoing policy framework.",
2000-09-10,High petrol and heating oil prices threaten global economic recovery; growing fears and complaints about gas prices in the United States.,Ongoing OPEC crisis meeting and potential for oil price shocks are driving predictions of future price increases.
2000-09-17,Historical oil price fluctuations (1990-1997). Predictions of continued short-term fuel price increases due to rising oil prices.,
2000-09-24,"Crude oil prices have tripled since late 1998, leading to higher prices for gasoline, diesel fuel, and heating oil as of September 2000.",
2000-10-01,Fuel prices rose 70-90% over the past year by Oct 2000; continued increases expected due to supply/demand imbalance and approaching winter.,
